window_start,Sample_ID,Ions,Concentration
2008-04-15,Q1,Mg,3.4322222222222223
2008-04-15,Q1,Ca,6.5344444444444445
2008-06-17,Q1,NO3-N,149.875
2008-06-17,Q1,NH4-N,14.5
2008-06-17,Q1,K,0.77
2008-06-17,Q1,Mg,3.555
2008-06-17,Q1,Ca,6.0562499999999995
2008-08-19,Q1,NO3-N,146.33333333333334
2008-08-19,Q1,NH4-N,10.4
2008-08-19,Q1,K,0.8522222222222222
2008-08-19,Q1,Mg,3.2777777777777777
2008-08-19,Q1,Ca,5.195555555555556
2008-10-21,Q1,NO3-N,159.5
2008-10-21,Q1,NH4-N,8
2008-10-21,Q1,K,0.7266666666666667
2008-10-21,Q1,Mg,3.5122222222222224
2008-10-21,Q1,Ca,5.166666666666667
2008-12-23,Q1,NO3-N,161.11111111111111
2008-12-23,Q1,NH4-N,15
2008-12-23,Q1,K,0.8555555555555555
2008-12-23,Q1,Mg,3.531111111111111
2008-12-23,Q1,Ca,6.452222222222222
2009-02-24,Q1,NO3-N,165
2009-02-24,Q1,NH4-N,NA
2009-02-24,Q1,K,0.9
2009-02-24,Q1,Mg,3.8175
2009-02-24,Q1,Ca,7.38625
2009-04-28,Q1,NO3-N,141.11111111111111
2009-04-28,Q1,NH4-N,6.333333333333333
2009-04-28,Q1,K,0.9877777777777778
2009-04-28,Q1,Mg,3.0844444444444443
2009-04-28,Q1,Ca,5.553333333333334
2009-06-30,Q1,NO3-N,133
2009-06-30,Q1,NH4-N,8.714285714285714
2009-06-30,Q1,K,0.9588888888888889
2009-06-30,Q1,Mg,3.212222222222222
2009-06-30,Q1,Ca,5.467777777777778
2009-09-01,Q1,NO3-N,108.875
2009-09-01,Q1,NH4-N,15
2009-09-01,Q1,K,0.9550000000000001
2009-09-01,Q1,Mg,3.1075
2009-09-01,Q1,Ca,6.1175
2009-11-03,Q1,NO3-N,108.22222222222223
2009-11-03,Q1,NH4-N,13.4
2009-11-03,Q1,K,0.8833333333333333
2009-11-03,Q1,Mg,2.741111111111111
2009-11-03,Q1,Ca,5.405555555555556
2010-01-05,Q1,NO3-N,142.22222222222223
2010-01-05,Q1,NH4-N,20.5
2010-01-05,Q1,K,0.79
2010-01-05,Q1,Mg,2.8788888888888886
2010-01-05,Q1,Ca,5.826666666666667
2010-03-09,Q1,NO3-N,113.22222222222223
2010-03-09,Q1,NH4-N,24
2010-03-09,Q1,K,0.8811111111111111
2010-03-09,Q1,Mg,2.148888888888889
2010-03-09,Q1,Ca,4.5287500000000005
2010-05-11,Q1,NO3-N,123.5
2010-05-11,Q1,NH4-N,13.571428571428571
2010-05-11,Q1,K,0.8425
2010-05-11,Q1,Mg,2.6725
2010-05-11,Q1,Ca,4.7725
2010-07-13,Q1,NO3-N,143
2010-07-13,Q1,NH4-N,20.75
2010-07-13,Q1,K,1.02
2010-07-13,Q1,Mg,2.70125
2010-07-13,Q1,Ca,4.74375
2010-09-14,Q1,NO3-N,171.11111111111111
2010-09-14,Q1,NH4-N,7.75
2010-09-14,Q1,K,0.9977777777777778
2010-09-14,Q1,Mg,3.1533333333333333
2010-09-14,Q1,Ca,5.977777777777778
2010-11-16,Q1,NO3-N,151.375
2010-11-16,Q1,NH4-N,13.666666666666666
2010-11-16,Q1,K,1.0911111111111111
2010-11-16,Q1,Mg,2.9188888888888886
2010-11-16,Q1,Ca,5.233333333333333
2011-01-18,Q1,NO3-N,143.42857142857142
2011-01-18,Q1,NH4-N,5
2011-01-18,Q1,K,0.8422222222222222
2011-01-18,Q1,Mg,3.1888888888888887
2011-01-18,Q1,Ca,6.438888888888889
2011-03-22,Q1,NO3-N,93.16666666666667
2011-03-22,Q1,NH4-N,12
2011-03-22,Q1,K,0.83
2011-03-22,Q1,Mg,2.9833333333333334
2011-03-22,Q1,Ca,5.9655555555555555
2011-05-24,Q1,NO3-N,140.66666666666666
2011-05-24,Q1,NH4-N,7
2011-05-24,Q1,K,0.8655555555555555
2011-05-24,Q1,Mg,2.6044444444444443
2011-05-24,Q1,Ca,5.861111111111111
2011-07-26,Q1,NO3-N,98.83333333333333
2011-07-26,Q1,NH4-N,124
2011-07-26,Q1,K,0.9071428571428571
2011-07-26,Q1,Mg,2.54
2011-07-26,Q1,Ca,5.1085714285714285
2011-09-27,Q1,NO3-N,132.75
2011-09-27,Q1,NH4-N,9.4
2011-09-27,Q1,K,0.8788888888888889
2011-09-27,Q1,Mg,3.0522222222222224
2011-09-27,Q1,Ca,6.457777777777777
2011-11-29,Q1,NO3-N,147.375
2011-11-29,Q1,NH4-N,8.5
2011-11-29,Q1,K,0.8477777777777777
2011-11-29,Q1,Mg,2.8944444444444444
2011-11-29,Q1,Ca,6.511111111111111
2012-01-31,Q1,NO3-N,115.83333333333333
2012-01-31,Q1,NH4-N,NA
2012-01-31,Q1,K,0.8233333333333334
2012-01-31,Q1,Mg,3.2055555555555557
2012-01-31,Q1,Ca,6.781111111111111
2012-04-03,Q1,NO3-N,93.33333333333333
2012-04-03,Q1,NH4-N,NA
2012-04-03,Q1,K,0.85
2012-04-03,Q1,Mg,2.8722222222222222
2012-04-03,Q1,Ca,6.081111111111111
2012-06-05,Q1,NO3-N,97
2012-06-05,Q1,NH4-N,33
2012-06-05,Q1,K,0.78375
2012-06-05,Q1,Mg,2.83875
2012-06-05,Q1,Ca,5.34375
2012-08-07,Q1,NO3-N,80.83333333333333
2012-08-07,Q1,NH4-N,8
2012-08-07,Q1,K,0.7377777777777778
2012-08-07,Q1,Mg,2.988888888888889
2012-08-07,Q1,Ca,5.832222222222222
2012-10-09,Q1,NO3-N,57
2012-10-09,Q1,NH4-N,10
2012-10-09,Q1,K,0.87
2012-10-09,Q1,Mg,2.77
2012-10-09,Q1,Ca,5.204444444444444
2012-12-11,Q1,NO3-N,115
2012-12-11,Q1,NH4-N,16.333333333333332
2012-12-11,Q1,K,0.9066666666666667
2012-12-11,Q1,Mg,3.091111111111111
2012-12-11,Q1,Ca,6.035555555555556
2013-02-12,Q1,NO3-N,105.375
2013-02-12,Q1,NH4-N,22
2013-02-12,Q1,K,0.8322222222222222
2013-02-12,Q1,Mg,2.6766666666666667
2013-02-12,Q1,Ca,4.542222222222222
2013-04-16,Q1,NO3-N,42.333333333333336
2013-04-16,Q1,NH4-N,NA
2013-04-16,Q1,K,0.8522222222222222
2013-04-16,Q1,Mg,2.772222222222222
2013-04-16,Q1,Ca,5.15
2013-06-18,Q1,NO3-N,60.666666666666664
2013-06-18,Q1,NH4-N,13.666666666666666
2013-06-18,Q1,K,0.6985714285714286
2013-06-18,Q1,Mg,2.35
2013-06-18,Q1,Ca,5.0024999999999995
2013-08-20,Q1,NO3-N,50
2013-08-20,Q1,NH4-N,18.333333333333332
2013-08-20,Q1,K,0.6742857142857143
2013-08-20,Q1,Mg,3.047142857142857
2013-08-20,Q1,Ca,6.357142857142858
2013-10-22,Q1,NO3-N,136.5
2013-10-22,Q1,NH4-N,20.833333333333332
2013-10-22,Q1,K,0.8688888888888888
2013-10-22,Q1,Mg,2.7311111111111113
2013-10-22,Q1,Ca,5.025555555555556
2013-12-24,Q1,NO3-N,135
2013-12-24,Q1,NH4-N,19
2013-12-24,Q1,K,0.8933333333333333
2013-12-24,Q1,Mg,3.013333333333333
2013-12-24,Q1,Ca,5.207777777777777
2014-02-25,Q1,NO3-N,136
2014-02-25,Q1,NH4-N,12.2
2014-02-25,Q1,K,0.75375
2014-02-25,Q1,Mg,2.91
2014-02-25,Q1,Ca,5.0725
2014-04-29,Q1,NO3-N,121
2014-04-29,Q1,NH4-N,8
2014-04-29,Q1,K,0.9055555555555556
2014-04-29,Q1,Mg,3.4266666666666667
2014-04-29,Q1,Ca,5.681111111111111
2014-07-01,Q1,NO3-N,132.25
2014-07-01,Q1,NH4-N,9.333333333333334
2014-07-01,Q1,K,0.895
2014-07-01,Q1,Mg,3.405
2014-07-01,Q1,Ca,5.895
2014-09-02,Q1,NO3-N,131.66666666666666
2014-09-02,Q1,NH4-N,17.8
2014-09-02,Q1,K,0.9466666666666667
2014-09-02,Q1,Mg,3.562222222222222
2014-09-02,Q1,Ca,6.148888888888889
2014-11-04,Q1,NO3-N,89.83333333333333
2014-11-04,Q1,NH4-N,15
2014-11-04,Q1,K,0.833
2014-11-04,Q1,Mg,2.779
2014-11-04,Q1,Ca,5.125
2015-01-06,Q1,NO3-N,117.6
2015-01-06,Q1,NH4-N,12.25
2015-01-06,Q1,K,0.8987499999999999
2015-01-06,Q1,Mg,3.22375
2015-01-06,Q1,Ca,5.9475
2015-03-10,Q1,NO3-N,127.25
2015-03-10,Q1,NH4-N,11
2015-03-10,Q1,K,0.9911111111111112
2015-03-10,Q1,Mg,3.6844444444444444
2015-03-10,Q1,Ca,6.555555555555555
2015-05-12,Q1,NO3-N,118
2015-05-12,Q1,NH4-N,10
2015-05-12,Q1,K,1.0875000000000001
2015-05-12,Q1,Mg,3.9025
2015-05-12,Q1,Ca,7.49375
2015-07-14,Q1,NO3-N,122.75
2015-07-14,Q1,NH4-N,13
2015-07-14,Q1,K,0.8166666666666667
2015-07-14,Q1,Mg,3.3266666666666667
2015-07-14,Q1,Ca,6.423333333333334
2015-09-15,Q1,NO3-N,162.33333333333334
2015-09-15,Q1,NH4-N,12.4
2015-09-15,Q1,K,0.8322222222222222
2015-09-15,Q1,Mg,3.18
2015-09-15,Q1,Ca,5.8
2015-11-17,Q1,NO3-N,115.85714285714286
2015-11-17,Q1,NH4-N,6
2015-11-17,Q1,K,0.8677777777777778
2015-11-17,Q1,Mg,3.2444444444444445
2015-11-17,Q1,Ca,6.405555555555556
2016-01-19,Q1,NO3-N,90
2016-01-19,Q1,NH4-N,5
2016-01-19,Q1,K,0.885
2016-01-19,Q1,Mg,2.995
2016-01-19,Q1,Ca,6.375
2016-03-22,Q1,NO3-N,107.66666666666667
2016-03-22,Q1,NH4-N,14.333333333333334
2016-03-22,Q1,K,1.038888888888889
2016-03-22,Q1,Mg,3.3622222222222224
2016-03-22,Q1,Ca,6.842222222222222
2016-05-24,Q1,NO3-N,101.55555555555556
2016-05-24,Q1,NH4-N,9.25
2016-05-24,Q1,K,0.9244444444444444
2016-05-24,Q1,Mg,2.9766666666666666
2016-05-24,Q1,Ca,6
2016-07-26,Q1,NO3-N,95.625
2016-07-26,Q1,NH4-N,6.666666666666667
2016-07-26,Q1,K,0.9311111111111111
2016-07-26,Q1,Mg,2.9044444444444446
2016-07-26,Q1,Ca,5.6433333333333335
2016-09-27,Q1,NO3-N,121.44444444444444
2016-09-27,Q1,NH4-N,NA
2016-09-27,Q1,K,0.9388888888888889
2016-09-27,Q1,Mg,3.022222222222222
2016-09-27,Q1,Ca,5.832222222222223
2016-11-29,Q1,NO3-N,133.44444444444446
2016-11-29,Q1,NH4-N,6.666666666666667
2016-11-29,Q1,K,0.9388888888888889
2016-11-29,Q1,Mg,2.6055555555555556
2016-11-29,Q1,Ca,5.036666666666666
2017-01-31,Q1,NO3-N,117.11111111111111
2017-01-31,Q1,NH4-N,67.5
2017-01-31,Q1,K,0.9766666666666667
2017-01-31,Q1,Mg,2.94
2017-01-31,Q1,Ca,5.365555555555556
2017-04-04,Q1,NO3-N,109.16666666666667
2017-04-04,Q1,NH4-N,8
2017-04-04,Q1,K,0.99
2017-04-04,Q1,Mg,2.7644444444444445
2017-04-04,Q1,Ca,5.064444444444445
2017-06-06,Q1,NO3-N,110.44444444444444
2017-06-06,Q1,NH4-N,28
2017-06-06,Q1,K,0.9177777777777778
2017-06-06,Q1,Mg,3.307777777777778
2017-06-06,Q1,Ca,5.997777777777777
2017-08-08,Q1,NO3-N,120.75
2017-08-08,Q1,NH4-N,6
2017-08-08,Q1,K,0.985
2017-08-08,Q1,Mg,3.0375
2017-08-08,Q1,Ca,5.382499999999999
2017-10-10,Q1,NO3-N,68.8
2017-10-10,Q1,NH4-N,8
2017-10-10,Q1,K,1.254
2017-10-10,Q1,Mg,2.566
2017-10-10,Q1,Ca,4.734
2017-12-12,Q1,NO3-N,164.625
2017-12-12,Q1,NH4-N,20
2017-12-12,Q1,K,1.2255555555555555
2017-12-12,Q1,Mg,2.8266666666666667
2017-12-12,Q1,Ca,5.2122222222222225
2018-02-13,Q1,NO3-N,88
2018-02-13,Q1,NH4-N,8
2018-02-13,Q1,K,0.9400000000000001
2018-02-13,Q1,Mg,2.5766666666666667
2018-02-13,Q1,Ca,5.155555555555556
2018-04-17,Q1,NO3-N,57
2018-04-17,Q1,NH4-N,11.75
2018-04-17,Q1,K,1.0077777777777779
2018-04-17,Q1,Mg,2.8111111111111113
2018-04-17,Q1,Ca,5.323333333333333
2018-06-19,Q1,NO3-N,81
2018-06-19,Q1,NH4-N,10
2018-06-19,Q1,K,0.9933333333333333
2018-06-19,Q1,Mg,3.04
2018-06-19,Q1,Ca,5.904444444444445
2018-08-21,Q1,NO3-N,72
2018-08-21,Q1,NH4-N,6
2018-08-21,Q1,K,1.064
2018-08-21,Q1,Mg,2.906
2018-08-21,Q1,Ca,5.37
2018-10-23,Q1,NO3-N,82.16666666666667
2018-10-23,Q1,NH4-N,7
2018-10-23,Q1,K,0.96
2018-10-23,Q1,Mg,2.802857142857143
2018-10-23,Q1,Ca,5.345714285714286
2018-12-25,Q1,NO3-N,57.4
2018-12-25,Q1,NH4-N,6
2018-12-25,Q1,K,0.90625
2018-12-25,Q1,Mg,3.335
2018-12-25,Q1,Ca,6.195
2019-02-26,Q1,NO3-N,92.5
2019-02-26,Q1,NH4-N,12
2019-02-26,Q1,K,0.9144444444444444
2019-02-26,Q1,Mg,3.341111111111111
2019-02-26,Q1,Ca,6.39
2019-04-30,Q1,NO3-N,63.714285714285715
2019-04-30,Q1,NH4-N,NA
2019-04-30,Q1,K,0.8966666666666666
2019-04-30,Q1,Mg,3.1688888888888886
2019-04-30,Q1,Ca,5.982222222222222
2019-07-02,Q1,NO3-N,78.5
2019-07-02,Q1,NH4-N,7.333333333333333
2019-07-02,Q1,K,0.8655555555555555
2019-07-02,Q1,Mg,2.958888888888889
2019-07-02,Q1,Ca,5.556666666666667
2019-09-03,Q1,NO3-N,105.6
2019-09-03,Q1,NH4-N,5.6
2019-09-03,Q1,K,0.9033333333333333
2019-09-03,Q1,Mg,3.11
2019-09-03,Q1,Ca,5.3533333333333335
2019-11-05,Q1,NO3-N,114.625
2019-11-05,Q1,NH4-N,8
2019-11-05,Q1,K,0.9933333333333333
2019-11-05,Q1,Mg,2.7622222222222224
2019-11-05,Q1,Ca,5.04
2020-01-07,Q1,NO3-N,128
2020-01-07,Q1,NH4-N,14
2020-01-07,Q1,K,0.8866666666666667
2020-01-07,Q1,Mg,2.641111111111111
2020-01-07,Q1,Ca,4.823333333333333
2020-03-10,Q1,NO3-N,129
2020-03-10,Q1,NH4-N,NA
2020-03-10,Q1,K,1.03
2020-03-10,Q1,Mg,3.435
2020-03-10,Q1,Ca,7.109999999999999
2020-05-12,Q1,NO3-N,67
2020-05-12,Q1,NH4-N,18
2020-05-12,Q1,K,0.92
2020-05-12,Q1,Mg,1.82
2020-05-12,Q1,Ca,3.57
2020-07-14,Q1,NO3-N,108.57142857142857
2020-07-14,Q1,NH4-N,8.75
2020-07-14,Q1,K,0.9185714285714286
2020-07-14,Q1,Mg,2.9485714285714284
2020-07-14,Q1,Ca,5.925714285714286
2020-09-15,Q1,NO3-N,136.75
2020-09-15,Q1,NH4-N,9.166666666666666
2020-09-15,Q1,K,0.95
2020-09-15,Q1,Mg,2.785
2020-09-15,Q1,Ca,4.965
2020-11-17,Q1,NO3-N,145.33333333333334
2020-11-17,Q1,NH4-N,10.285714285714286
2020-11-17,Q1,K,1.0150000000000001
2020-11-17,Q1,Mg,3.175
2020-11-17,Q1,Ca,5.890000000000001
1986-05-20,Q2,NO3-N,208.66666666666666
1986-05-20,Q2,NH4-N,NA
1986-05-20,Q2,K,0.79
1986-05-20,Q2,Mg,3.0033333333333334
1986-05-20,Q2,Ca,4.9
1986-07-22,Q2,NO3-N,NA
1986-07-22,Q2,NH4-N,NA
1986-07-22,Q2,K,NA
1986-07-22,Q2,Mg,NA
1986-07-22,Q2,Ca,NA
1986-09-23,Q2,NO3-N,206.6
1986-09-23,Q2,NH4-N,22.6
1986-09-23,Q2,K,0.716
1986-09-23,Q2,Mg,2.43
1986-09-23,Q2,Ca,4.946
1986-11-25,Q2,NO3-N,268.1111111111111
1986-11-25,Q2,NH4-N,17.25
1986-11-25,Q2,K,0.6922222222222223
1986-11-25,Q2,Mg,2.5211111111111113
1986-11-25,Q2,Ca,4.742222222222222
1987-01-27,Q2,NO3-N,219.625
1987-01-27,Q2,NH4-N,14
1987-01-27,Q2,K,0.76
1987-01-27,Q2,Mg,2.658888888888889
1987-01-27,Q2,Ca,4.924444444444444
1987-03-31,Q2,NO3-N,259.85714285714283
1987-03-31,Q2,NH4-N,39
1987-03-31,Q2,K,0.9455555555555556
1987-03-31,Q2,Mg,2.29
1987-03-31,Q2,Ca,4.682222222222222
1987-06-02,Q2,NO3-N,232.77777777777777
1987-06-02,Q2,NH4-N,70.66666666666667
1987-06-02,Q2,K,0.8188888888888889
1987-06-02,Q2,Mg,2.49
1987-06-02,Q2,Ca,4.915555555555556
1987-08-04,Q2,NO3-N,231.3846153846154
1987-08-04,Q2,NH4-N,32.84615384615385
1987-08-04,Q2,K,0.8530769230769231
1987-08-04,Q2,Mg,2.037692307692308
1987-08-04,Q2,Ca,4.03
1987-10-06,Q2,NO3-N,191
1987-10-06,Q2,NH4-N,12.1
1987-10-06,Q2,K,0.856
1987-10-06,Q2,Mg,2.0949999999999998
1987-10-06,Q2,Ca,4.21
1987-12-08,Q2,NO3-N,253.86666666666667
1987-12-08,Q2,NH4-N,18.36842105263158
1987-12-08,Q2,K,0.8668421052631579
1987-12-08,Q2,Mg,2.04
1987-12-08,Q2,Ca,4.324736842105263
1988-02-09,Q2,NO3-N,185
1988-02-09,Q2,NH4-N,18.857142857142858
1988-02-09,Q2,K,0.7775
1988-02-09,Q2,Mg,2.34625
1988-02-09,Q2,Ca,4.33875
1988-04-12,Q2,NO3-N,216.7
1988-04-12,Q2,NH4-N,57.55555555555556
1988-04-12,Q2,K,0.807
1988-04-12,Q2,Mg,2.187
1988-04-12,Q2,Ca,3.868
1988-06-14,Q2,NO3-N,NA
1988-06-14,Q2,NH4-N,67.5
1988-06-14,Q2,K,0.7545454545454545
1988-06-14,Q2,Mg,2.2381818181818183
1988-06-14,Q2,Ca,3.561818181818182
1988-08-16,Q2,NO3-N,184.72727272727272
1988-08-16,Q2,NH4-N,26.25
1988-08-16,Q2,K,0.7761538461538462
1988-08-16,Q2,Mg,2.0591666666666666
1988-08-16,Q2,Ca,3.805
1988-10-18,Q2,NO3-N,224.125
1988-10-18,Q2,NH4-N,61
1988-10-18,Q2,K,0.8475
1988-10-18,Q2,Mg,2.38125
1988-10-18,Q2,Ca,4.18625
1988-12-20,Q2,NO3-N,219.11111111111111
1988-12-20,Q2,NH4-N,NA
1988-12-20,Q2,K,0.9077777777777778
1988-12-20,Q2,Mg,2.4833333333333334
1988-12-20,Q2,Ca,4.488888888888889
1989-02-21,Q2,NO3-N,224.9
1989-02-21,Q2,NH4-N,NA
1989-02-21,Q2,K,0.8377777777777777
1989-02-21,Q2,Mg,2.7688888888888887
1989-02-21,Q2,Ca,4.62
1989-04-25,Q2,NO3-N,174
1989-04-25,Q2,NH4-N,NA
1989-04-25,Q2,K,0.9366666666666666
1989-04-25,Q2,Mg,2.6755555555555555
1989-04-25,Q2,Ca,4.58
1989-06-27,Q2,NO3-N,176
1989-06-27,Q2,NH4-N,NA
1989-06-27,Q2,K,1.0044444444444445
1989-06-27,Q2,Mg,2.3566666666666665
1989-06-27,Q2,Ca,4.605555555555556
1989-08-29,Q2,NO3-N,137.42857142857142
1989-08-29,Q2,NH4-N,NA
1989-08-29,Q2,K,1.1718181818181819
1989-08-29,Q2,Mg,2.789
1989-08-29,Q2,Ca,5.341
1989-10-31,Q2,NO3-N,424.3
1989-10-31,Q2,NH4-N,NA
1989-10-31,Q2,K,1.339
1989-10-31,Q2,Mg,3.138
1989-10-31,Q2,Ca,6.071
1990-01-02,Q2,NO3-N,194.75
1990-01-02,Q2,NH4-N,NA
1990-01-02,Q2,K,1.3822222222222222
1990-01-02,Q2,Mg,3.12
1990-01-02,Q2,Ca,6.677777777777778
1990-03-06,Q2,NO3-N,460.9090909090909
1990-03-06,Q2,NH4-N,NA
1990-03-06,Q2,K,1.393076923076923
1990-03-06,Q2,Mg,2.46
1990-03-06,Q2,Ca,5.222307692307692
1990-05-08,Q2,NO3-N,301.5
1990-05-08,Q2,NH4-N,NA
1990-05-08,Q2,K,1.262
1990-05-08,Q2,Mg,3.079
1990-05-08,Q2,Ca,6.397
1990-07-10,Q2,NO3-N,177.44444444444446
1990-07-10,Q2,NH4-N,NA
1990-07-10,Q2,K,0.9955555555555555
1990-07-10,Q2,Mg,3.2844444444444445
1990-07-10,Q2,Ca,7.045555555555556
1990-09-11,Q2,NO3-N,101
1990-09-11,Q2,NH4-N,NA
1990-09-11,Q2,K,0.8822222222222222
1990-09-11,Q2,Mg,2.76
1990-09-11,Q2,Ca,6.1322222222222225
1990-11-13,Q2,NO3-N,211.45454545454547
1990-11-13,Q2,NH4-N,NA
1990-11-13,Q2,K,1.0463636363636364
1990-11-13,Q2,Mg,2.9263636363636363
1990-11-13,Q2,Ca,6.368181818181818
1991-01-15,Q2,NO3-N,124.71428571428571
1991-01-15,Q2,NH4-N,NA
1991-01-15,Q2,K,0.8288888888888889
1991-01-15,Q2,Mg,3.0255555555555556
1991-01-15,Q2,Ca,6.865555555555556
1991-03-19,Q2,NO3-N,77.44444444444443
1991-03-19,Q2,NH4-N,NA
1991-03-19,Q2,K,0.8922222222222222
1991-03-19,Q2,Mg,2.92
1991-03-19,Q2,Ca,5.662222222222222
1991-05-21,Q2,NO3-N,85.125
1991-05-21,Q2,NH4-N,NA
1991-05-21,Q2,K,1.078
1991-05-21,Q2,Mg,3.005
1991-05-21,Q2,Ca,3.7439999999999998
1991-07-23,Q2,NO3-N,60.2
1991-07-23,Q2,NH4-N,NA
1991-07-23,Q2,K,1.271
1991-07-23,Q2,Mg,3.157
1991-07-23,Q2,Ca,6.536
1991-09-24,Q2,NO3-N,170.83333333333331
1991-09-24,Q2,NH4-N,NA
1991-09-24,Q2,K,1.2816666666666667
1991-09-24,Q2,Mg,2.6133333333333333
1991-09-24,Q2,Ca,4.645833333333333
1991-11-26,Q2,NO3-N,296.1111111111111
1991-11-26,Q2,NH4-N,NA
1991-11-26,Q2,K,1.198888888888889
1991-11-26,Q2,Mg,3.051111111111111
1991-11-26,Q2,Ca,5.783333333333333
1992-01-28,Q2,NO3-N,191.11111111111111
1992-01-28,Q2,NH4-N,NA
1992-01-28,Q2,K,1.284
1992-01-28,Q2,Mg,2.969
1992-01-28,Q2,Ca,6.08
1992-03-31,Q2,NO3-N,135.125
1992-03-31,Q2,NH4-N,NA
1992-03-31,Q2,K,1.1555555555555557
1992-03-31,Q2,Mg,2.8533333333333335
1992-03-31,Q2,Ca,5.455555555555556
1992-06-02,Q2,NO3-N,58
1992-06-02,Q2,NH4-N,NA
1992-06-02,Q2,K,1.26
1992-06-02,Q2,Mg,2.9877777777777776
1992-06-02,Q2,Ca,6.188888888888889
1992-08-04,Q2,NO3-N,79.66666666666667
1992-08-04,Q2,NH4-N,NA
1992-08-04,Q2,K,1.2733333333333332
1992-08-04,Q2,Mg,3.04
1992-08-04,Q2,Ca,6.444444444444445
1992-10-06,Q2,NO3-N,47.75
1992-10-06,Q2,NH4-N,NA
1992-10-06,Q2,K,1.1822222222222223
1992-10-06,Q2,Mg,2.738888888888889
1992-10-06,Q2,Ca,5.905555555555556
1992-12-08,Q2,NO3-N,172
1992-12-08,Q2,NH4-N,NA
1992-12-08,Q2,K,1.2344444444444445
1992-12-08,Q2,Mg,3.0322222222222224
1992-12-08,Q2,Ca,6.345555555555555
1993-02-09,Q2,NO3-N,145.5
1993-02-09,Q2,NH4-N,NA
1993-02-09,Q2,K,1.38
1993-02-09,Q2,Mg,3.3477777777777775
1993-02-09,Q2,Ca,6.855555555555555
1993-04-13,Q2,NO3-N,89.75
1993-04-13,Q2,NH4-N,NA
1993-04-13,Q2,K,1.3155555555555556
1993-04-13,Q2,Mg,2.8722222222222222
1993-04-13,Q2,Ca,5.665555555555556
1993-06-15,Q2,NO3-N,95.4
1993-06-15,Q2,NH4-N,NA
1993-06-15,Q2,K,1.49
1993-06-15,Q2,Mg,3.163333333333333
1993-06-15,Q2,Ca,7.022222222222222
1993-08-17,Q2,NO3-N,61.625
1993-08-17,Q2,NH4-N,NA
1993-08-17,Q2,K,1.2966666666666666
1993-08-17,Q2,Mg,2.8777777777777778
1993-08-17,Q2,Ca,6.525555555555555
1993-10-19,Q2,NO3-N,41.22222222222222
1993-10-19,Q2,NH4-N,NA
1993-10-19,Q2,K,1.3855555555555557
1993-10-19,Q2,Mg,2.966666666666667
1993-10-19,Q2,Ca,6.611111111111112
1993-12-21,Q2,NO3-N,12.5
1993-12-21,Q2,NH4-N,NA
1993-12-21,Q2,K,1.3711111111111112
1993-12-21,Q2,Mg,2.694444444444444
1993-12-21,Q2,Ca,5.996666666666667
1994-02-22,Q2,NO3-N,37.5
1994-02-22,Q2,NH4-N,NA
1994-02-22,Q2,K,1.3444444444444446
1994-02-22,Q2,Mg,2.9522222222222223
1994-02-22,Q2,Ca,6.587777777777778
1994-04-26,Q2,NO3-N,22.25
1994-04-26,Q2,NH4-N,NA
1994-04-26,Q2,K,1.3925
1994-04-26,Q2,Mg,3.24125
1994-04-26,Q2,Ca,6.95875
1994-06-28,Q2,NO3-N,145.5
1994-06-28,Q2,NH4-N,NA
1994-06-28,Q2,K,1.1633333333333333
1994-06-28,Q2,Mg,2.4833333333333334
1994-06-28,Q2,Ca,5.0649999999999995
1994-08-30,Q2,NO3-N,NA
1994-08-30,Q2,NH4-N,NA
1994-08-30,Q2,K,1.32
1994-08-30,Q2,Mg,1.975
1994-08-30,Q2,Ca,4.325
1994-11-01,Q2,NO3-N,NA
1994-11-01,Q2,NH4-N,NA
1994-11-01,Q2,K,1.25375
1994-11-01,Q2,Mg,2.48875
1994-11-01,Q2,Ca,5.3075
1995-01-03,Q2,NO3-N,NA
1995-01-03,Q2,NH4-N,NA
1995-01-03,Q2,K,1.15625
1995-01-03,Q2,Mg,2.9475
1995-01-03,Q2,Ca,6.3
1995-03-07,Q2,NO3-N,NA
1995-03-07,Q2,NH4-N,NA
1995-03-07,Q2,K,1.1066666666666667
1995-03-07,Q2,Mg,3.0083333333333333
1995-03-07,Q2,Ca,6.4383333333333335
1995-05-09,Q2,NO3-N,NA
1995-05-09,Q2,NH4-N,NA
1995-05-09,Q2,K,1.134
1995-05-09,Q2,Mg,2.846
1995-05-09,Q2,Ca,6
1995-07-11,Q2,NO3-N,NA
1995-07-11,Q2,NH4-N,NA
1995-07-11,Q2,K,1.055
1995-07-11,Q2,Mg,2.935
1995-07-11,Q2,Ca,6.38
1995-09-12,Q2,NO3-N,NA
1995-09-12,Q2,NH4-N,NA
1995-09-12,Q2,K,NA
1995-09-12,Q2,Mg,NA
1995-09-12,Q2,Ca,NA
1995-11-14,Q2,NO3-N,NA
1995-11-14,Q2,NH4-N,NA
1995-11-14,Q2,K,1.4224999999999999
1995-11-14,Q2,Mg,3.54
1995-11-14,Q2,Ca,7.6775
1996-01-16,Q2,NO3-N,NA
1996-01-16,Q2,NH4-N,NA
1996-01-16,Q2,K,1.26125
1996-01-16,Q2,Mg,3.1825
1996-01-16,Q2,Ca,6.785
1996-03-19,Q2,NO3-N,NA
1996-03-19,Q2,NH4-N,NA
1996-03-19,Q2,K,1.123
1996-03-19,Q2,Mg,2.888
